date,value
2022-07-14,0.0135
2022-08-18,0
2022-09-20,0.0161
2023-04-18,0
2023-06-15,0
2022-04-01,0
2022-04-15,0
2022-07-14,0
2022-08-18,0
2023-06-15,0.0433
2021-05-27,0
2021-07-30,0
2022-04-15,0.0127
2022-07-14,0.0264
2021-08-27,0
2022-04-15,0
2022-07-14,0.0228
2021-08-27,0
2022-04-15,0
2022-04-15,0
2021-05-27,0.169
2021-07-30,0
2021-08-27,0
2022-04-01,0.016
2022-07-14,0
2022-08-18,0
2022-09-20,0.0196
2022-11-01,0
2022-11-01,0
2022-11-29,0
2022-11-29,0
2023-04-18,0
2023-06-15,0
2023-07-26,0
2021-08-27,0
2022-04-15,0
2022-07-14,0
2022-08-18,0
2022-09-20,0.0145
2022-11-01,0
2022-11-29,0
2023-04-18,0
2023-06-15,0
2021-07-30,0
2021-09-27,0.9025
2022-04-15,0.0234
2022-07-27,0
2022-07-27,0
2022-09-21,0
2022-09-21,0
2022-11-02,0
2022-11-02,0
2022-11-17,0
2022-12-01,0
2022-12-01,0
2023-06-07,0
2023-06-07,0
2023-06-14,0
2023-06-14,0
2023-07-25,0
2023-07-25,0
2021-09-27,0.0614
2022-04-15,0
2022-07-14,0
2022-08-11,0
2022-09-21,0
2021-05-27,0
2021-07-30,0
2021-09-27,0.1558
2022-04-15,0
2022-07-14,0
2023-06-14,0
2021-09-27,0.2369
2022-07-14,0.0112
2021-05-27,0.133
2021-09-27,0.0269
2022-04-15,0.0105
2022-07-14,0.0108
2022-08-11,0
2022-09-21,0
2023-04-18,0
2021-09-27,0.0116
2022-07-14,0
2022-08-11,0
2022-09-21,0
2022-11-02,0
2022-11-02,0
2022-12-01,0
2022-12-01,0
2023-04-18,0
2023-07-25,0.0105
2021-09-27,0.0747
2022-07-14,0
2022-08-11,0
2021-09-27,0.2963
2022-07-14,0
2022-08-11,0
2021-09-27,0.0849
2022-07-14,0.0242
2022-08-11,0
2022-09-21,0.0115
2022-11-02,0
2022-12-01,0
2021-09-27,0
2022-04-15,0
2022-07-14,0
2022-08-11,0
2022-09-21,0
2022-11-02,0.0345
2022-11-02,0
2022-12-01,0
2023-02-23,0.1181
2023-04-18,0
2023-06-14,0
2023-07-25,0
2021-09-27,0.0586
2022-07-14,0.0104
2022-08-11,0
2023-02-23,0.0383
2023-02-23,0.0471
2023-04-18,0
2023-06-14,0
2023-04-18,0
2023-06-14,0.025
2021-09-27,0.059
2022-07-14,0
2022-08-11,0
2022-09-21,0
2023-06-14,0.0188
2021-09-27,0
2022-07-14,0
2022-08-11,0
2022-09-21,0
2022-11-02,0
2022-12-01,0
2022-12-01,0
2023-04-18,0
2023-06-14,0
2023-07-25,0
2021-09-27,0.0657
2022-04-15,0
2022-07-14,0
2022-08-11,0
2022-09-21,0
2022-11-02,0
2022-12-01,0
2023-06-14,0
2021-09-27,0.1095
2022-04-15,0
2023-02-23,0.1586
2023-04-18,0
2023-06-14,0.1759
2021-07-30,0
2021-09-27,0.0116
2022-04-15,0
2022-07-14,0
2023-04-18,0
2021-07-30,0
2021-09-27,0.0742
2022-04-15,0
2022-07-14,0
2022-08-11,0
2023-06-14,0.1057
2021-09-27,0.0225
2022-04-15,0
2022-07-14,0
2022-08-11,0
2022-09-21,0.022
2022-11-02,0
2022-12-01,0.0121
2023-04-18,0
2023-07-25,0
2021-07-30,0
2021-09-27,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-10-22,0
2021-12-01,0
2021-12-01,0
2022-04-15,0.0107
2022-06-15,0
2022-06-15,0
2022-07-14,0
2022-07-27,0
2022-07-27,0
2022-08-11,0
2022-09-21,0
2022-11-02,0
2022-11-02,0
2022-11-17,0
2022-11-17,0
2022-11-17,0
2022-12-01,0
2022-12-01,0
2023-04-18,0
2023-06-07,0
2023-06-07,0
2023-06-07,0
2023-07-25,0
2021-09-27,0.0577
2022-07-14,0
2022-08-11,0
2022-09-21,0
2021-09-27,0.0214
2022-04-15,0
2022-07-14,0
2022-08-11,0
2022-09-21,0
2022-11-02,0
2022-12-01,0
2023-02-23,0.0915
2023-02-23,0.1044
2023-04-18,0
2023-06-14,0
2023-07-25,0
2021-09-27,0
2022-07-14,0
2022-08-11,0
2022-09-21,0
2023-04-18,0
2023-06-14,0
