date,value
2022-08-11,1.168732
2022-09-21,1.08
2022-11-02,1.984818
2022-11-02,1.731821
2022-12-01,1.54
2022-12-01,1.47
2023-04-18,0.72
2023-07-25,0
2021-09-27,0.633
2022-07-14,6.764
2022-08-11,4.967966
2021-09-27,0.924
2022-07-14,5.053
2022-08-11,6.665597
2021-09-27,0.896
2022-07-14,3.719
2022-08-11,3.123219
2022-09-21,10.88
2022-11-02,11.10326
2022-12-01,5.93
2021-09-27,1.042
2022-04-15,0.822
2022-07-14,2.733
2022-08-11,1.496521
2022-09-21,1.15
2022-11-02,8.23239
2022-11-02,2.651609
2022-12-01,3.38
2023-02-23,1.69
2023-04-18,0.54
2023-06-14,0.89
2023-07-25,0
2021-09-27,0.728
2022-07-14,6.763
2022-08-11,6.311407
2023-02-23,1.21
2023-02-23,1.05
2023-04-18,0.84
2023-06-14,1.87
2023-04-18,0.87
2023-06-14,2.72
2021-09-27,0.938
2022-07-14,5.286
2022-08-11,3.258247
2022-09-21,7.08
2023-06-14,1.14
2021-09-27,1.024
2022-07-14,3.466
2022-08-11,2.41134
2022-09-21,2.63
2022-11-02,2.720043
2022-12-01,2.56
2022-12-01,2.6
2023-04-18,0.9
2023-06-14,1.47
2023-07-25,0
2021-09-27,0.875
2022-04-15,0.926
2022-07-14,3.052
2022-08-11,2.314641
2022-09-21,1.3
2022-11-02,2.6414
2022-12-01,3.1
2023-06-14,1.26
2021-09-27,0.684
2022-04-15,1.202
2023-02-23,0.71
2023-04-18,0.67
2023-06-14,5.31
2021-07-30,1.955
2021-09-27,1.169
2022-04-15,0.643
2022-07-14,6.122
2023-04-18,0.63
2021-07-30,1.246
2021-09-27,1.119
2022-04-15,0.688
2022-07-14,4.97
2022-08-11,4.4102
2023-06-14,1.99
2021-09-27,1.291
2022-04-15,0.548
2022-07-14,2.687
2022-08-11,1.921644
2022-09-21,1.35
2022-11-02,2.426049
2022-12-01,2.11
2023-04-18,0.51
2023-07-25,0
2021-07-30,1.379
2021-09-27,1.039
2021-10-22,0.986
2021-10-22,0.993
2021-10-22,1.025
2021-10-22,0.98
2021-12-01,1.071
2021-12-01,1.073
2022-04-15,0.939
2022-06-15,0.88
2022-06-15,0.94
2022-07-14,2.716
2022-07-27,1.054626
2022-07-27,1.145224
2022-08-11,1.361811
2022-09-21,1.19
2022-11-02,1.93792
2022-11-02,2.159811
2022-11-17,1.834232
2022-11-17,1.591444
2022-11-17,1.615372
2022-12-01,1.61
2022-12-01,1.35
2023-04-18,1.21
2023-06-07,1.21
2023-06-07,1.32
2023-06-07,1.23
2023-07-25,0
2021-09-27,1.18
2022-07-14,10.538
2022-08-11,4.115015
2022-09-21,7.21
2021-09-27,0.627
2022-04-15,1
2022-07-14,13.304
2022-08-11,3.296577
2022-09-21,2.48
2022-11-02,4.493897
2022-12-01,5.35
2023-02-23,1.78
2023-02-23,1.11
2023-04-18,0.83
2023-06-14,2.08
2023-07-25,0
2021-09-27,0.511
2022-07-14,3.966
2022-08-11,5.113014
2022-09-21,13.07
2023-04-18,0.82
2023-06-14,1.21
